job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.type,train.optimizer,train.loss,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,simple.entity_embedder.regularize_weight,simple.relation_embedder.regularize_weight,simple.entity_embedder.dropout,simple.relation_embedder.dropout
027d7ef1,biokg,simple,0,search,KvsAll,valid,30,,,,hits_at_10,0.0411532882011605,10,c6e81751,512,KvsAll,AdamW,bce,0.006270727475507727,4,128,xavier_uniform_,lp,True,7.067330292673533e-19,1.2557214173511606e-10,0.4710505809634924,0.32171826902776957
027d7ef1,biokg,simple,0,search,negative_sampling,valid,30,,,,hits_at_10,0.030519825918762,11,145bb769,256,negative_sampling,RMSprop,kl,0.08545558811166638,10,512,normal_,,False,6.58674780792892e-10,3.580629976832203e-15,0.06980121741071343,0.15404999535530806
027d7ef1,biokg,simple,0,search,KvsAll,valid,10,,,,hits_at_10,0.0728215667311412,13,354880c7,256,1vsAll,Adam,bce,0.018980475995799512,3,256,uniform_,lp,True,5.333172974613288e-15,4.0684079492421267e-19,0.41079891892150044,0.19311949983239174
027d7ef1,biokg,simple,0,search,1vsAll,valid,30,,,,hits_at_10,0.0454521276595744,12,922430ee,1024,KvsAll,RMSprop,kl,0.010212285853770448,9,128,normal_,,False,3.539207961874596e-06,9.734962193963759e-05,0.0015052221715450287,0.2666581552475691
027d7ef1,biokg,simple,0,search,negative_sampling,valid,30,,,,hits_at_10,0.0784647001934236,14,251da811,1024,negative_sampling,AdamW,kl,0.0008442567887276503,5,512,xavier_uniform_,lp,True,8.064291546512263e-18,2.6804971571071945e-07,0.35153170162811875,0.04929645964875817
027d7ef1,biokg,simple,0,search,KvsAll,valid,30,,,,hits_at_10,0.0875120889748549,15,87cdfc9c,512,KvsAll,Adamax,kl,0.19927962747238392,7,128,xavier_normal_,lp,False,8.245254603422676e-08,5.887767242045724e-12,0.19026565738022327,0.475300055462867
027d7ef1,biokg,simple,0,search,KvsAll,valid,30,,,,hits_at_10,0.0633027079303675,17,fa28f36c,512,1vsAll,Adamax,kl,0.029405181358177893,4,128,uniform_,lp,True,0.025255513586007906,9.554558558458773e-15,0.2055565631017089,0.25856799026951194
027d7ef1,biokg,simple,0,search,1vsAll,valid,30,,,,hits_at_10,0.0846735976789168,16,f4b1e45f,1024,KvsAll,AdamW,bce,0.015758665791461016,10,512,normal_,lp,False,2.602992927107955e-11,7.268537374188544e-10,0.36657533748075366,0.2148810583166778
027d7ef1,biokg,simple,0,search,KvsAll,valid,30,,,,hits_at_10,0.0214361702127659,19,182e4874,512,negative_sampling,Adamax,kl,0.0015069084514136354,6,256,normal_,lp,True,5.281773328839183e-09,0.008860254626774155,0.01673505548387766,0.4995034812018275
027d7ef1,biokg,simple,0,search,negative_sampling,valid,20,,,,hits_at_10,0.0036218568665377,18,40dd2955,256,KvsAll,Adam,bce,0.3542867976397421,8,256,xavier_uniform_,,False,3.5332885409830437e-19,6.187189088504795e-17,0.42578154196962714,0.04267162922769785
